	Desc	Paliwo	Stan	Rok	Przebieg	Cena
3635	BMW SERIA 6 WYNAJEM ŚLUB ORAZ INNE IMPREZY OKOLICZNOŚCIOWE !	diesel	sprawny	2012.0	175000.0	1200.0
3636	BMW SERIA 3 IV (E46) 2,0 d 150km klimatronic !	diesel	sprawny	1999.0	342156.0	6900.0
3637	BMW X5 I (E53) Bardzo ładny,funkcjonalny,ekonomiczny,diesel, 4X4	diesel	bezwypadkowy	2004.0	285000.0	31900.0
3638	BMW SERIA 5 IV (E39) Skóra, Alu, Klima, Tempomat. Zarejestrowana!	diesel	sprawny	2003.0	252000.0	14300.0
3639	Ford Kuga * Automat, Gwarancja 2020, FV23, * Dealer BMW Dobrzański	benzyna	bezwypadkowy	2015.0	33000.0	104500.0
3640	BMW SERIA 5 525xD Salon Polska ! 1 właściciel ! ASO ! FV23% !	diesel	sprawny	2013.0	148091.0	90900.0
3641	BMW X3 I (E83) 150KM 4x4 serwis opłacony zamiana	diesel	bezwypadkowy	2005.0	249.0	26800.0
3642	BMW X5 II (E70) 3,0D-235Km M-Pakiet Panorama FullOpcja!	diesel	bezwypadkowy	2007.0	168000.0	76900.0
3643	BMW SERIA 3 IV (E46) 320 LIFTING, opłacony	diesel	sprawny	2003.0	154000.0	16800.0
3644	BMW M5 V (F10) M550 VAT 23% M550xd Bogate wyposażenie	diesel	sprawny	2015.0	43000.0	200000.0
3645	BMW SERIA 1 2.0 Benzyna 143 KM Klimatyzacja Bezwypadkowy Gwarancja	diesel	bezwypadkowy	2007.0	217233.0	24500.0
3646	BMW X4 I [F26] 3.5i 306KM Aut. Sport	benzyna	sprawny	2015.0	25000.0	169500.0
3648	BMW SERIA 1 116i*Orginał*Prosto z Niemiec	benzyna	bezwypadkowy	2008.0	160000.0	25500.0
3649	BMW X3 I (E83) 4x4 raty nawet z negatywnym BIK!	diesel	bezwypadkowy	2008.0	330000.0	27900.0
3650	BMW SERIA 1 116 Pierwsza rej. 11.03.2005 r, salon Polska	benzyna	sprawny	2004.0	100687.0	18900.0
3651	BMW X3 II (F25) Faktura VAT!! Salon!! Gwarancja!!	diesel	bezwypadkowy	2016.0	11000.0	189900.0
3652	BMW SERIA 7 730 skóra nawigacja ksenony ZAMIANA	diesel	bezwypadkowy	2006.0	237000.0	38900.0
3653	BMW X3 II (F25) Nowe X3 rok modelowy 2018	diesel	bezwypadkowy	2018.0	1.0	171990.0
3654	BMW X3 II (F25) Nowy model na rok 2018	benzyna	bezwypadkowy	2018.0	1.0	193000.0
3655	BMW SERIA 5 520 Nowa seria 5 G30! Najtaniej	diesel	bezwypadkowy	2018.0	1.0	174000.0
3656	BMW SERIA 5 520 Nowa seria 5 G30! Najtaniej	diesel	bezwypadkowy	2018.0	1.0	174000.0
3657	BMW X5 III (F15) Każda konfiguracja z rabatem !	diesel	bezwypadkowy	2018.0	1.0	275000.0
3658	BMW SERIA 3 320 D-Luxury Wyprzedaż !!! Rabat 6,000 PLN	diesel	sprawny	2014.0	500.0	122877.0
3659	"BMW X4 I [F26] xDrive 20d Steptronic ""X Line"""	diesel	sprawny	2018.0	15200.0	192683.0
3868	BMW SERIA 3 IV (E46) Sprowadzony**Opłacony**Climatronic**Zadbany	benzyna	sprawny	1999.0	280000.0	7900.0
3869	BMW SERIA 3 2,0D 180KM Automat Krajowy Bezwypadkowy FV23%	diesel	bezwypadkowy	2016.0	27000.0	79950.0
3870	BMW SERIA 2 PERFORMANCE! TWINTURBO! JEDYNY TAKI! SPRAWDŹ JAKI	diesel	uszkodzony	2014.0	69000.0	52000.0
3871	BMW X3 I (E83) 2.0 diesel lift 150KM 4x4	diesel	bezwypadkowy	2007.0	184000.0	28900.0
3872	BMW SERIA 2 Automat*Navi*Klimatronik*Serwis*2xPDC*	diesel	sprawny	2015.0	118000.0	59900.0
3873	BMW SERIA 3 , Serwis ASO, Klima, Parktronic, Podgrzewane siedzienia,ALU	benzyna	bezwypadkowy	2007.0	126273.0	24000.0
3874	BMW X6 I (E71) 4.4 XDRIV E5 448KM	benzyna	sprawny	2015.0	60800.0	193999.0
3875	BMW SERIA 3 320d Automat A-8, bezwypadkowy	diesel	bezwypadkowy	2014.0	191108.0	59900.0
3876	BMW SERIA 5 X-Drive Navi Skóra Xenon Climatronic Parktroni	diesel	sprawny	2006.0	300000.0	27900.0
3877	BMW SERIA 3 IV (E46) Automat,Skóra,Navigacja.	benzyna	sprawny	2000.0	220000.0	12900.0
3878	BMW SERIA 5 IV (E39) 2,2+GAZ,SKORA,KLIMA	benzyna	bezwypadkowy	2003.0	183000.0	8600.0
3879	BMW SERIA 6 650i Grand Coupe xDrive M-Pakiet	benzyna	bezwypadkowy	2015.0	44700.0	319000.0
3880	BMW i3 I Elektryczny! 170KM Klima NAVI ZAREJESTROWANY!	nap	sprawny	2015.0	15000.0	79999.0
3881	BMW SERIA 3 2,0D 180KM Automat Krajowy Bezwypadkowy FV23%	diesel	bezwypadkowy	2016.0	79000.0	75645.0
3882	BMW SERIA 1 Salon Polska Skory Fakturra Vat	diesel	bezwypadkowy	2012.0	220000.0	28905.0
3883	BMW SERIA 1 2.0 Benzyna 150 KM Xenon Skóra Climatronic	benzyna	sprawny	2006.0	236000.0	21900.0
3884	BMW SERIA 5 3.0 Diesel 197 KM, Klimatyzacja, Podgrz. fotele	diesel	bezwypadkowy	2009.0	321.0	34900.0
3885	BMW SERIA 3 E90 2007r, Klimatronik, Niski przebieg	diesel	sprawny	2007.0	148000.0	23900.0
3886	BMW X5 II (E70) Jasna skóra !!! Elektryczna klapa bagażnika !!!	diesel	sprawny	2013.0	100000.0	129900.0
3887	BMW SERIA 3 IV (E46) ZAREJESTROWANA 2.5 GAZ KLIMA SKÓRA !!!	benzyna	bezwypadkowy	2000.0	223000.0	12800.0
3888	BMW SERIA 1 M Pakiet 177KM Klima AlpinWeiss Zadbana Okazja !!!	diesel	bezwypadkowy	2008.0	208324.0	19999.0
3889	BMW SERIA 5 M - PAKIET! Wyświetlacz Head-Up! Opłacony	benzyna	sprawny	2004.0	315074.0	36200.0
3890	BMW SERIA 3 2,0d 143KM Serwis Business Bezwypadkowa GwArAnCjA	diesel	bezwypadkowy	2008.0	253000.0	24900.0
3891	BMW SERIA 5 520i Klima Alu Tempomat Navi. OPŁACONA!	benzyna	sprawny	2003.0	152000.0	23999.0
3892	BMW SERIA 3 Automat * Faktura 23% * Odlicz VAT *	diesel	bezwypadkowy	2013.0	199000.0	59900.0
3893	BMW SERIA 3 320xd Automat 4x4 Panorama M-Pakiet Serwisowana	diesel	sprawny	2015.0	94000.0	85000.0
3894	BMW SERIA 3 IV (E46) 1,9 Ben 105KM	benzyna	bezwypadkowy	1999.0	189765.0	8400.0
3895	BMW SERIA 3 IV (E46) 1,8 116KM! Bardzo dobry stan!	benzyna	sprawny	2004.0	192949.0	9300.0
3896	BMW SERIA 3 E92 3.0 D M-PAKIET	diesel	sprawny	2009.0	96000.0	49900.0
3897	BMW SERIA 3 IV (E46) 320D-SUPER-STAN-BEZYPADKOWY-GWARANCJA	diesel	bezwypadkowy	2000.0	319000.0	90600.0
3898	BMW X3 I (E83) =panorama dach=skóra=bezwypadku=gwaranc	diesel	bezwypadkowy	2006.0	175000.0	29900.0
3899	BMW X4 I [F26] F26 XDrive model M-Sport	diesel	sprawny	2016.0	38800.0	163589.0
3900	BMW SERIA 5 520d xDrive Touring M Sport Pakiet	diesel	bezwypadkowy	2016.0	46800.0	169900.0
3901	BMW SERIA 3 FAKTURA VAT 23% ! PANORAMA ! KAMERA !	diesel	bezwypadkowy	2014.0	183000.0	79990.0
3902	BMW SERIA 5 LCI duża NAWIGACJA zarejestrowany serwisowana	diesel	sprawny	2008.0	231000.0	29990.0
3903	BMW SERIA 6 640i Gran Coupe M Pakiet	benzyna	sprawny	2015.0	13000.0	239000.0
3904	BMW SERIA 1 Klimatyzacja Esp Alufelgi 6 Biegów Zarejestrowany	diesel	sprawny	2008.0	149000.0	19900.0
3905	BMW SERIA 5 IV (E39) M Pakiet, ksenon, skóry, szyberdach	diesel	bezwypadkowy	2002.0	289000.0	38900.0
3906	BMW X3 II (F25) SalonPL Xdrive Automat Nawigacja Professional PAPIS	diesel	bezwypadkowy	2011.0	95600.0	105000.0
3907	BMW SERIA 3 IV (E46) 320 TD COMPACT AUTOMAT	diesel	sprawny	2003.0	218000.0	10900.0
3908	BMW SERIA 1 120 2.0D 163KM Skóry Sprowadzony po opłatach	diesel	sprawny	2004.0	245000.0	18800.0
3910	BMW X5 III (F15) 25d xDrive 231KM Steptronic .	diesel	bezwypadkowy	2018.0	1.0	205410.0
3911	BMW X3 II (F25) Nowe X3 rok modelowy 2018	diesel	bezwypadkowy	2018.0	1.0	171990.0
3912	BMW X3 II (F25) Nowe X3 rok modelowy 2018	diesel	bezwypadkowy	2018.0	1.0	171990.0
3921	BMW K1200LT K 1200 LT Piękny	inne	bezwypadkowy	2001.0	102000.0	18900.0
4023	BMW SERIA 6 650i Grand Coupe xDrive M-Pakiet	benzyna	bezwypadkowy	2015.0	44700.0	319000.0
4024	BMW i3 I Elektryczny! 170KM Klima NAVI ZAREJESTROWANY!	nap	sprawny	2015.0	15000.0	79999.0
4025	BMW SERIA 3 2,0D 180KM Automat Krajowy Bezwypadkowy FV23%	diesel	bezwypadkowy	2016.0	79000.0	75645.0
4026	BMW SERIA 1 Salon Polska Skory Fakturra Vat	diesel	bezwypadkowy	2012.0	220000.0	28905.0
4027	BMW SERIA 1 2.0 Benzyna 150 KM Xenon Skóra Climatronic	benzyna	sprawny	2006.0	236000.0	21900.0
4028	BMW SERIA 5 3.0 Diesel 197 KM, Klimatyzacja, Podgrz. fotele	diesel	bezwypadkowy	2009.0	321.0	34900.0
4029	BMW SERIA 3 E90 2007r, Klimatronik, Niski przebieg	diesel	sprawny	2007.0	148000.0	23900.0
4030	BMW X5 II (E70) Jasna skóra !!! Elektryczna klapa bagażnika !!!	diesel	sprawny	2013.0	100000.0	129900.0
4031	BMW SERIA 3 IV (E46) ZAREJESTROWANA 2.5 GAZ KLIMA SKÓRA !!!	benzyna	bezwypadkowy	2000.0	223000.0	12800.0
4032	BMW SERIA 1 M Pakiet 177KM Klima AlpinWeiss Zadbana Okazja !!!	diesel	bezwypadkowy	2008.0	208324.0	19999.0
4033	BMW SERIA 5 M - PAKIET! Wyświetlacz Head-Up! Opłacony	benzyna	sprawny	2004.0	315074.0	36200.0
4034	BMW SERIA 3 2,0d 143KM Serwis Business Bezwypadkowa GwArAnCjA	diesel	bezwypadkowy	2008.0	253000.0	24900.0
4035	BMW SERIA 5 520i Klima Alu Tempomat Navi. OPŁACONA!	benzyna	sprawny	2003.0	152000.0	23999.0
4036	BMW SERIA 3 Automat * Faktura 23% * Odlicz VAT *	diesel	bezwypadkowy	2013.0	199000.0	59900.0
4037	BMW SERIA 3 320xd Automat 4x4 Panorama M-Pakiet Serwisowana	diesel	sprawny	2015.0	94000.0	85000.0
4038	BMW SERIA 3 IV (E46) 1,9 Ben 105KM	benzyna	bezwypadkowy	1999.0	189765.0	8400.0
4039	BMW SERIA 3 IV (E46) 1,8 116KM! Bardzo dobry stan!	benzyna	sprawny	2004.0	192949.0	9300.0
4040	BMW SERIA 3 E92 3.0 D M-PAKIET	diesel	sprawny	2009.0	96000.0	49900.0
4041	BMW SERIA 3 IV (E46) 320D-SUPER-STAN-BEZYPADKOWY-GWARANCJA	diesel	bezwypadkowy	2000.0	319000.0	90600.0
4042	BMW X3 I (E83) =panorama dach=skóra=bezwypadku=gwaranc	diesel	bezwypadkowy	2006.0	175000.0	29900.0
4043	BMW X4 I [F26] F26 XDrive model M-Sport	diesel	sprawny	2016.0	38800.0	163589.0
4044	BMW SERIA 5 520d xDrive Touring M Sport Pakiet	diesel	bezwypadkowy	2016.0	46800.0	169900.0
4045	BMW SERIA 3 FAKTURA VAT 23% ! PANORAMA ! KAMERA !	diesel	bezwypadkowy	2014.0	183000.0	79990.0
4046	BMW SERIA 5 LCI duża NAWIGACJA zarejestrowany serwisowana	diesel	sprawny	2008.0	231000.0	29990.0
4047	BMW SERIA 6 640i Gran Coupe M Pakiet	benzyna	sprawny	2015.0	13000.0	239000.0
4048	BMW SERIA 1 Klimatyzacja Esp Alufelgi 6 Biegów Zarejestrowany	diesel	sprawny	2008.0	149000.0	19900.0
4049	BMW SERIA 5 IV (E39) M Pakiet, ksenon, skóry, szyberdach	diesel	bezwypadkowy	2002.0	289000.0	38900.0
4050	BMW X3 II (F25) SalonPL Xdrive Automat Nawigacja Professional PAPIS	diesel	bezwypadkowy	2011.0	95600.0	105000.0
4051	BMW SERIA 3 IV (E46) 320 TD COMPACT AUTOMAT	diesel	sprawny	2003.0	218000.0	10900.0
4052	BMW SERIA 1 120 2.0D 163KM Skóry Sprowadzony po opłatach	diesel	sprawny	2004.0	245000.0	18800.0
4054	BMW X5 III (F15) 25d xDrive 231KM Steptronic .	diesel	bezwypadkowy	2018.0	1.0	205410.0
4055	BMW X3 II (F25) Nowe X3 rok modelowy 2018	diesel	bezwypadkowy	2018.0	1.0	171990.0
4056	BMW X3 II (F25) Nowe X3 rok modelowy 2018	diesel	bezwypadkowy	2018.0	1.0	171990.0
4057	BMW SERIA 5 520D 184Km Navi Skóra Panorama Czujniki Parkowania	diesel	bezwypadkowy	2013.0	215001.0	62900.0
4058	BMW X5 III (F15) 3.5i Panorama Sport Zadbany	benzyna	bezwypadkowy	2014.0	82000.0	128000.0
4059	BMW X1 I (E84) 2.3D x-Drive 204 PS / 4x4/	diesel	bezwypadkowy	2011.0	102000.0	64999.0
4060	BMW SERIA 5 M-PAKIET**PANORAMA**SKÓRA**XENON**NAVI	diesel	sprawny	2012.0	215000.0	59900.0
4061	BMW SERIA 3 IV (E46) OPŁACONA 1.8i KLIMA STAN SUPER !!!	benzyna	bezwypadkowy	2003.0	123000.0	12800.0
4062	BMW SERIA 6 BI-Turbo*Indyvidual*BangOlufsen*Cabrio*X-Drive*	diesel	sprawny	2012.0	175000.0	167900.0
4063	BMW SERIA 5 2,0d 184KM Automat 8- biegów	diesel	bezwypadkowy	2010.0	230000.0	69900.0
4064	BMW X3 I (E83) ** JEDYNA TAKA !! 115 tys.km Serwisowana * Bezwypa	diesel	bezwypadkowy	2007.0	115000.0	36900.0
4065	BMW X5 II (E70) xdrive,skóra 3,0d ,automat,	diesel	bezwypadkowy	2010.0	162000.0	85485.0
4066	BMW SERIA 3 320 M-Pakiet Salon Polska Auto Punkt	diesel	sprawny	2005.0	181000.0	38700.0
4067	BMW SERIA 3 320 kombi - E91 + 177 koni + panorama	diesel	bezwypadkowy	2009.0	209142.0	29900.0
4068	BMW SERIA 1 Lift 2.0D 150KM Bi-Xenon Skóry Multifunkcja	diesel	bezwypadkowy	2008.0	181000.0	25900.0
4069	BMW SERIA 5 520D / Duża Navi / Xenon / Skóra / Automat !	diesel	sprawny	2010.0	212000.0	56900.0
4070	BMW SERIA 6 xDrive Luxury Line Coupe FV23%	benzyna	bezwypadkowy	2015.0	37484.0	282022.0
4071	BMW SERIA 5 *Auto na gwarancji *Super stan	diesel	bezwypadkowy	2011.0	181000.0	89900.0
4072	BMW SERIA 5 E60 M-PAKIET 2.0 177KM	diesel	sprawny	2008.0	215000.0	37000.0
4233	BMW F 650 F650 - 1996r - Salon - Serwis	benzyna	sprawny	1996.0	21256.0	7500.0
4400	BMW SERIA 3 Zarejestrowany,Gwarancja,Rata już od 373 zł!!!	benzyna	sprawny	2005.0	144000.0	19900.0
4401	BMW SERIA 7 730d xDrive LIFT M-Pakiet Salon Polska !	diesel	bezwypadkowy	2013.0	95000.0	139900.0
4402	BMW SERIA 1 2.0TD/143KM. Bezwypadkowa. Serwisowana. Nowy Rozrząd.	diesel	bezwypadkowy	2008.0	169700.0	23600.0
4403	BMW SERIA 1 116 1,6i 115PS 123tys.km.Serwis Import NIEMCY!!!	benzyna	bezwypadkowy	2005.0	123000.0	19999.0
4404	BMW SERIA 3 Gwarancja, Rata już od 472 zł !!!	diesel	sprawny	2012.0	226000.0	33900.0
4405	BMW SERIA 3 Modern 2.0d Aut. Navi Skóra PDC	diesel	sprawny	2013.0	119000.0	69900.0
4406	BMW X5 III (F15) xDrive 30d M-Pakiet	diesel	bezwypadkowy	2015.0	63500.0	269000.0
4407	BMW SERIA 1 116D-116KM,Klimatronic,alufelgi,bezwypad,serwis,	diesel	bezwypadkowy	2010.0	235000.0	24800.0
4408	BMW SERIA 5 Bezwy*ks.serw*panorama*navigacja*xenon*skóra*	diesel	sprawny	2012.0	220000.0	57900.0
4409	BMW SERIA 5 523I-GAZ-XENON-NAVI-SERWIASOWANY	benzyna	bezwypadkowy	2005.0	210000.0	23900.0
4410	BMW SERIA 6 640d EDC Dynamic Komfort Panorama	diesel	sprawny	2012.0	61000.0	119000.0
4411	BMW SERIA 5 SUPER STAN* SERWISOWANY* SPRAWDŹ JAKI	diesel	bezwypadkowy	2004.0	290000.0	22900.0
4412	BMW SERIA 3 320d SportLine 184KM 2013 Gwarancja NEXAUTO	diesel	bezwypadkowy	2013.0	158875.0	68827.0
4413	BMW SERIA 5 *GT*Panorama*TwinTurbo*X-Drive*FV23%	diesel	sprawny	2015.0	160000.0	179001.0
4414	BMW SERIA 3 2.0d,alumy,bluetooth,gwarancja,Raty,zamiana	diesel	bezwypadkowy	2009.0	244000.0	24900.0
4415	BMW SERIA 3 320i 2.0 184ps xDrive, Symboliczny przebieg! Ideał	benzyna	bezwypadkowy	2016.0	11000.0	89000.0
4416	BMW SERIA 3 Raty/Zamiana Gwarancja bezwypadkowa Panorama oryginalny przebieg	diesel	bezwypadkowy	2008.0	220000.0	25500.0
4417	BMW SERIA 3 318 Diesel - Klimatronik - Zadbana - Gwarancja!	diesel	bezwypadkowy	2011.0	240000.0	27900.0
4418	BMW X1 I (E84) Salon Polska 177KM Automat Ksenon NAVI	diesel	sprawny	2010.0	154000.0	49900.0
4419	BMW X1 I (E84) Bezwypadkowy Serwisowany Parktronic Start-Stop	diesel	bezwypadkowy	2010.0	199000.0	44900.0
4420	BMW SERIA 3 IV (E46) CI Bardzo zadbana !	benzyna	bezwypadkowy	2004.0	204000.0	26900.0
4421	BMW SERIA 3 IV (E46) Klimatronic / Tempomat / Ksenon / Parktronic	benzyna	sprawny	2003.0	147500.0	12900.0
4423	BMW X5 III (F15) XDrive 35 Auto Punkt	benzyna	uszkodzony	2015.0	21224.0	130267.0
4424	BMW SERIA 3 2.0 D_115 KM_Czujniki parkowania_Tempomat_Xenony/Bixenony_M_pakiet_	diesel	sprawny	2010.0	230000.0	29900.0
4425	BMW X5 I (E53) 3,0 d Zarejestrowana Bogate Wyposażenie	diesel	sprawny	2005.0	350000.0	29800.0
4426	BMW SERIA 5 xDrive- I właściciel - Full Opcja	diesel	bezwypadkowy	2013.0	82565.0	111999.0
4427	BMW SERIA 3 IV (E46) 1.8 Benzyna*Możliwa Zamiana*	benzyna	sprawny	2001.0	188000.0	12900.0
4428	BMW SERIA 3 2,0D 122KM. Sprowadzony po opłatach	diesel	bezwypadkowy	2007.0	231000.0	24900.0
4429	BMW SERIA 4 I (F32) 428i SportLine Cabrio	benzyna	sprawny	2015.0	26200.0	129000.0
4430	BMW SERIA 3 2.0 Coupe 177KM- MOŻLIWA ZAMIANA	diesel	sprawny	2008.0	163400.0	36900.0
4431	BMW SERIA 5 528ixDrive Luxury,Harman Kardon,Surround View, LCi	benzyna	sprawny	2014.0	28000.0	99000.0
4432	BMW SERIA 5 2.0 184KM Automat Navi Biksenon	diesel	bezwypadkowy	2013.0	99900.0	77367.0
4433	BMW X5 II (E70) 3.5D / Skóra / Panorama / Xenony / Sport pakiet /	diesel	sprawny	2008.0	262000.0	68000.0
4434	BMW M6 Grand Coupe 575KM Competition Individual BangOlufsen Ceramic ZAMIANA	benzyna	bezwypadkowy	2014.0	39985.0	299999.0
4435	BMW X3 II (F25) 20d xDrive Panoramiczny Szyberdach	diesel	sprawny	2011.0	142800.0	64800.0
4436	BMW X3 I (E83) M-Pakiet 2.0d 177PS LIFT 4x4	diesel	bezwypadkowy	2008.0	150000.0	37900.0
4437	BMW SERIA 3 2.0 i Lift Klima Alu	benzyna	sprawny	2009.0	171744.0	34700.0
4438	BMW SERIA 3 2.0D 143KM GWARANCJA Opłacony! Książka serwisowa!	diesel	sprawny	2009.0	152000.0	26300.0
4439	BMW SERIA 5 520d- M-PAKIET-LIFT-DOINWESTOWANY-ORYGINAŁ-PRYWAT-	diesel	bezwypadkowy	2007.0	238465.0	24900.0
4440	BMW SERIA 3 Godny polecenia,stan bardzo dobry, 2.0 diesel	diesel	sprawny	2007.0	199000.0	22900.0
4441	BMW SERIA 1 Raty/Zamiana Gwarancja skóra nawigacja ksenony śliczna	diesel	sprawny	2006.0	220000.0	21900.0
4442	BMW SERIA 1 143 PS Nawigacja Elektryka Tempomat Super Stan	diesel	sprawny	2009.0	179000.0	26300.0
4443	BMW SERIA 3 320d Cabrio M Pakiet Salon Polska	diesel	bezwypadkowy	2009.0	196000.0	51000.0
4444	BMW SERIA 5 530i M-Pakiet Navi Xenon Climatronic Parktronic	benzyna	bezwypadkowy	2008.0	202000.0	42900.0
4445	BMW SERIA 5 520d LIFTING skóra xenon pdc serwisowany	diesel	bezwypadkowy	2007.0	272000.0	35900.0
4446	BMW X6 I (E71) *jasny zadbany środek*jak nowy	diesel	bezwypadkowy	2008.0	239000.0	99900.0
4447	BMW SERIA 5 520d xDrive Touring Sport Line	diesel	sprawny	2017.0	25700.0	198900.0
4448	BMW Z4 2,5i 192ps Biała perła! M-Pakiet! Doinwestowana!	benzyna	bezwypadkowy	2008.0	103000.0	39900.0
4449	BMW SERIA 3 IV (E46) 2.0 KAT 150 KM	benzyna	bezwypadkowy	2001.0	204000.0	12900.0
4450	BMW 5-drzwiowy Coupe stan salonowy fabryczny superwersja M-Performance	benzyna	sprawny	2017.0	24700.0	179700.0
4451	BMW SERIA 3 320i GT LuxuryLine LED Navi Skóra	benzyna	sprawny	2013.0	54000.0	88900.0
4452	BMW SERIA 3 ZAREJESTROWANA 2.0 D SKÓRA KLIMA AUTOMAT !!!	diesel	bezwypadkowy	2008.0	205000.0	28400.0
4453	BMW SERIA 3 320d 163KM Serwis Business Xenony GwArAnCjA	diesel	bezwypadkowy	2007.0	363000.0	21900.0
4454	BMW SERIA 3 325 D 3.0 D 197 koni, ksenony	diesel	sprawny	2007.0	157000.0	31900.0
4455	BMW SERIA 5 X-DRIVE, 4x4, Noktowizor, Radar Aktywny, Serwis	diesel	bezwypadkowy	2007.0	268000.0	34800.0
4456	BMW SERIA 6 3,0 - 313KM / VOOL / Domykanie drzwi / Automat / GWARANCJA	diesel	bezwypadkowy	2012.0	199000.0	99507.0
4457	BMW X1 I (E84) 2.0 d xDrive xenon,skóra,navi	diesel	sprawny	2009.0	145707.0	49900.0
4458	BMW X3 I (E83) 2.0d Pełny Serwis Gwarancja	diesel	bezwypadkowy	2008.0	167342.0	33700.0
4459	BMW SERIA 5 520i+LPG[NIEMIEC]=LIMUZYNA-zarejestrowany.	benzyna	bezwypadkowy	2004.0	235123.0	26900.0
4460	BMW SERIA 5 krajowy,1właściciel,fa VAT,serwis,model 2013	diesel	bezwypadkowy	2012.0	141000.0	79704.0
4461	BMW SERIA 3 Niski przebieg!! Bogate wyposażenie!! Automat!!	benzyna	sprawny	2012.0	300.0	124900.0
4462	BMW X3 I (E83) LIFT, 2.0 D zadbany, po opłatach	diesel	sprawny	2008.0	226000.0	39900.0
4463	BMW SERIA 4 I (F32) 420 Pakiet naprawczy na rok w cenie	diesel	bezwypadkowy	2016.0	1.0	214500.0
4464	BMW SERIA 4 I (F32) 420 Pakiet naprawczy na rok w cenie	benzyna	bezwypadkowy	2016.0	1.0	176900.0
4465	BMW Active Tourer Sport Line 136KM Salon PL Automat NAVI Gwarancja VAT	benzyna	bezwypadkowy	2018.0	10360.0	112900.0
4466	BMW Active Tourer Luxury Line 150KM Salon PL Automat NAVI Gwarancja Skór	diesel	bezwypadkowy	2018.0	11950.0	124900.0
4467	BMW X3 II (F25) xDrive 20d Jak Nowy taniej 36 tyś zł	diesel	bezwypadkowy	2016.0	10000.0	187300.0
4468	BMW 150KM Gran Tourer Salon PL NAVI Automat Reflektory LED F.VAT 23%	diesel	bezwypadkowy	2015.0	55772.0	84900.0
4469	BMW X4 I [F26] xDrive28i 245KM Salon PL EDC NAVI M Pakiet Skóra Dostęp komfortowy V	benzyna	bezwypadkowy	2016.0	77332.0	159900.0
4470	BMW X1 I (E84) M-Pakiet , Ceramika, 1wł. ,VAT 23,salon PL, Oryg. lakier. Kamera , N	diesel	bezwypadkowy	2015.0	56790.0	94900.0
4471	BMW X1 I (E84) xDrive20d184KM Salon PL NAVI Skóra Serwis ASO Xenon Automat F.Vat	diesel	bezwypadkowy	2015.0	59405.0	89900.0
4472	BMW Gran Tourer 150KM Luxury Line 7os. Salon PL Skóra NAVI Gwarancja VAT	diesel	bezwypadkowy	2018.0	9600.0	129900.0
4473	BMW X4 I [F26] xDrive28i 245KM Salon PL EDC NAVI M Pakiet HarmanKardon LED 19'' VAT	benzyna	bezwypadkowy	2015.0	90015.0	157900.0
4474	BMW Active Tourer Luxury Line 150KM Salon PL Automat NAVI Gwarancja Skór	diesel	bezwypadkowy	2018.0	10200.0	124900.0
4475	BMW Active Tourer Sport Line 136KM Salon PL Automat NAVI Gwarancja VAT	benzyna	bezwypadkowy	2018.0	7800.0	112900.0
4476	BMW X3 II (F25) 20d X Line, Jak Nowy 36tyś taniej	diesel	bezwypadkowy	2016.0	10000.0	190300.0
4477	BMW X3 II (F25) xDrive 20d M Sport Jak Nowy taniej 40 tyś zł	diesel	bezwypadkowy	2016.0	10000.0	207500.0
4478	BMW X3 II (F25) xDrive 20d Jak Nowy taniej 40 tyś zł	diesel	bezwypadkowy	2016.0	10000.0	207600.0
4494	BMW SERIA 5 190KM Salon PL Skóra NAVI Professional Reflektory Adaptacyjne Kamera	diesel	bezwypadkowy	2015.0	107776.0	99999.0
4561	BMW X5 III (F15) 25d xDrive , Salon PL , F-VAT 23 , Możliwy leasing	diesel	sprawny	2015.0	96720.0	159900.0
4562	BMW SERIA 3 , Salon Polska, Serwis ASO, 4X4, Automat, VAT 23%, Xenon,	benzyna	bezwypadkowy	2014.0	50442.0	70000.0
4563	BMW SERIA 3 III (E36) 318is M-pakiet 140 KM - KLIMA!	benzyna	sprawny	1994.0	145000.0	15900.0
4564	BMW X3 I (E83) , 4X4, Skóra, Xenon, Bi-Xenon, Klimatronic, Parktronic	diesel	bezwypadkowy	2006.0	228425.0	27000.0
4565	BMW SERIA 3 IV (E46) 318 Sedan Bezpłatna Gwarancja Techniczna Auto z Niemiec	diesel	bezwypadkowy	2002.0	198367.0	11800.0
4566	BMW R nineT Piękny R nine T, Blue planet. Niski przebieg!	benzyna	bezwypadkowy	2018.0	2129.0	62500.0
4567	BMW SERIA 3 IV (E46) 320 ZADBANY Gotowy do jazdy**klima**Stan BDB	benzyna	bezwypadkowy	2001.0	187500.0	9300.0
4568	BMW X1 I (E84) 2.0d XDrive Automat Panorama Navi Skóra Ks.Serwis	diesel	bezwypadkowy	2011.0	141100.0	64900.0
4569	BMW SERIA 5 ZGUBILES MALY DUZY BRIEF LUBich BRAK WYROBIMY NOWE	diesel	sprawny	2010.0	192000.0	54900.0
4570	BMW SERIA 7 ZGUBILES MALY DUZY BRIEF LUBich BRAK WYROBIMY NOWE	diesel	sprawny	2009.0	230000.0	69900.0
4571	BMW SERIA 7 Salon Polska Najbogatsza opcja wyposażenia Masaż Nappa FV23%	diesel	sprawny	2016.0	12600.0	359160.0
